product_id,product_name,product_type,unit_profitability,total_sold,total_revenue,avg_customer_age,gender_ratio,region_popularity,repeat_purchase_rate,avg_order_value,cluster,cluster_label
425,Denim,Jacket,99.42884250474384,527,52399,31.75,0.25,4,0.0,160.5,3,Mature / Declining Segment
439,Denim,Jacket,99.42884250474384,527,52399,58.2,0.0,5,0.0,192.6,3,Mature / Declining Segment
124,Denim,Shirt,99.42884250474384,527,52399,57.285714285714285,0.0,7,0.0,184.0,3,Mature / Declining Segment
449,Denim,Jacket,99.42884250474384,527,52399,52.0,0.0,2,0.0,267.5,3,Mature / Declining Segment
129,Denim,Shirt,99.42884250474384,527,52399,59.0,0.0,2,0.0,184.0,3,Mature / Declining Segment
135,Denim,Shirt,99.42884250474384,527,52399,48.5,0.0,4,0.0,161.0,3,Mature / Declining Segment
123,Denim,Shirt,99.42884250474384,527,52399,54.25,0.25,4,0.0,184.0,3,Mature / Declining Segment
447,Denim,Jacket,99.42884250474384,527,52399,43.6,0.0,5,0.0,256.8,3,Mature / Declining Segment
445,Denim,Jacket,99.42884250474384,527,52399,56.333333333333336,0.0,3,0.0,249.66666666666666,3,Mature / Declining Segment
450,Denim,Jacket,99.42884250474384,527,52399,40.4,0.0,5,0.0,214.0,3,Mature / Declining Segment
136,Denim,Shirt,99.42884250474384,527,52399,50.0,0.0,3,0.0,122.66666666666667,3,Mature / Declining Segment
427,Denim,Jacket,99.42884250474384,527,52399,46.0,0.0,3,0.0,285.3333333333333,3,Mature / Declining Segment
422,Denim,Jacket,99.42884250474384,527,52399,45.125,0.125,8,0.0,240.75,3,Mature / Declining Segment
443,Denim,Jacket,99.42884250474384,527,52399,46.25,0.25,4,0.0,240.75,3,Mature / Declining Segment
105,Denim,Shirt,99.42884250474384,527,52399,46.666666666666664,0.0,3,0.0,214.66666666666666,3,Mature / Declining Segment
421,Denim,Jacket,99.42884250474384,527,52399,61.0,0.3333333333333333,3,0.0,107.0,3,Mature / Declining Segment
112,Denim,Shirt,99.42884250474384,527,52399,47.5,0.0,4,0.0,184.0,3,Mature / Declining Segment
111,Denim,Shirt,99.42884250474384,527,52399,52.0,0.2,5,0.0,165.6,3,Mature / Declining Segment
440,Denim,Jacket,99.42884250474384,527,52399,48.714285714285715,0.42857142857142855,7,0.0,198.71428571428572,3,Mature / Declining Segment
441,Denim,Jacket,99.42884250474384,527,52399,48.5,0.0,4,0.0,187.25,3,Mature / Declining Segment
109,Denim,Shirt,99.42884250474384,527,52399,54.75,0.5,4,0.0,230.0,3,Mature / Declining Segment
454,Denim,Jacket,99.42884250474384,527,52399,61.0,0.3333333333333333,3,0.0,142.66666666666666,3,Mature / Declining Segment
128,Denim,Shirt,99.42884250474384,527,52399,42.0,0.0,2,0.0,138.0,3,Mature / Declining Segment
119,Denim,Shirt,99.42884250474384,527,52399,31.0,0.0,1,0.0,276.0,3,Mature / Declining Segment
113,Denim,Shirt,99.42884250474384,527,52399,54.0,0.3333333333333333,3,0.0,214.66666666666666,3,Mature / Declining Segment
433,Denim,Jacket,99.42884250474384,527,52399,66.0,0.0,2,0.0,267.5,3,Mature / Declining Segment
115,Denim,Shirt,99.42884250474384,527,52399,47.5,0.0,2,0.0,138.0,3,Mature / Declining Segment
133,Denim,Shirt,99.42884250474384,527,52399,48.4,0.0,5,0.0,165.6,3,Mature / Declining Segment
127,Denim,Shirt,99.42884250474384,527,52399,62.0,0.0,1,0.0,184.0,3,Mature / Declining Segment
448,Denim,Jacket,99.42884250474384,527,52399,42.0,0.3333333333333333,3,0.0,249.66666666666666,3,Mature / Declining Segment
107,Denim,Shirt,99.42884250474384,527,52399,71.5,0.0,2,0.0,184.0,3,Mature / Declining Segment
424,Denim,Jacket,99.42884250474384,527,52399,58.0,1.0,1,0.0,107.0,3,Mature / Declining Segment
116,Denim,Shirt,99.42884250474384,527,52399,71.0,0.0,1,0.0,184.0,3,Mature / Declining Segment
139,Denim,Shirt,99.42884250474384,527,52399,71.5,0.0,2,0.0,184.0,3,Mature / Declining Segment
407,Casual Slim Fit,Shirt,119.0,306,36414,51.666666666666664,0.5,6,0.0,218.16666666666666,1,Value / Entry-Level Products
411,Casual Slim Fit,Shirt,119.0,306,36414,41.2,0.4,5,0.0,285.6,1,Value / Entry-Level Products
395,Casual Slim Fit,Shirt,119.0,306,36414,43.57142857142857,0.14285714285714285,7,0.0,221.0,1,Value / Entry-Level Products
390,Casual Slim Fit,Shirt,119.0,306,36414,60.666666666666664,0.0,6,0.0,277.6666666666667,1,Value / Entry-Level Products
415,Casual Slim Fit,Shirt,119.0,306,36414,42.0,0.25,8,0.0,223.125,1,Value / Entry-Level Products
392,Casual Slim Fit,Shirt,119.0,306,36414,55.333333333333336,0.0,3,0.0,277.6666666666667,1,Value / Entry-Level Products
385,Casual Slim Fit,Shirt,119.0,306,36414,40.5,0.0,6,0.0,198.33333333333334,1,Value / Entry-Level Products
388,Casual Slim Fit,Shirt,119.0,306,36414,39.6,0.2,5,0.0,190.4,1,Value / Entry-Level Products
394,Casual Slim Fit,Shirt,119.0,306,36414,42.0,0.0,4,0.0,238.0,1,Value / Entry-Level Products
401,Casual Slim Fit,Shirt,119.0,306,36414,48.0,0.0,5,0.0,261.8,1,Value / Entry-Level Products
405,Casual Slim Fit,Shirt,119.0,306,36414,39.25,0.0,7,0.125,252.875,1,Value / Entry-Level Products
387,Casual Slim Fit,Shirt,119.0,306,36414,40.0,0.3333333333333333,3,0.0,238.0,1,Value / Entry-Level Products
410,Casual Slim Fit,Shirt,119.0,306,36414,63.666666666666664,0.0,3,0.0,277.6666666666667,1,Value / Entry-Level Products
413,Casual Slim Fit,Shirt,119.0,306,36414,57.142857142857146,0.14285714285714285,7,0.0,272.0,1,Value / Entry-Level Products
408,Casual Slim Fit,Shirt,119.0,306,36414,65.0,0.5,2,0.0,178.5,2,Top Sellers / Volume Drivers
406,Casual Slim Fit,Shirt,119.0,306,36414,50.0,0.0,5,0.0,238.0,1,Value / Entry-Level Products
396,Casual Slim Fit,Shirt,119.0,306,36414,49.166666666666664,0.0,6,0.0,277.6666666666667,1,Value / Entry-Level Products
403,Casual Slim Fit,Shirt,119.0,306,36414,43.0,0.0,3,0.0,277.6666666666667,1,Value / Entry-Level Products
412,Casual Slim Fit,Shirt,119.0,306,36414,50.0,0.0,2,0.0,297.5,1,Value / Entry-Level Products
416,Casual Slim Fit,Shirt,119.0,306,36414,46.6,0.0,5,0.0,285.6,1,Value / Entry-Level Products
400,Casual Slim Fit,Shirt,119.0,306,36414,47.166666666666664,0.16666666666666666,6,0.0,198.33333333333334,1,Value / Entry-Level Products
389,Casual Slim Fit,Shirt,119.0,306,36414,38.75,0.25,4,0.0,208.25,1,Value / Entry-Level Products
397,Casual Slim Fit,Shirt,119.0,306,36414,63.0,0.0,8,0.0,208.25,1,Value / Entry-Level Products
399,Casual Slim Fit,Shirt,119.0,306,36414,45.714285714285715,0.0,7,0.0,204.0,1,Value / Entry-Level Products
414,Casual Slim Fit,Shirt,119.0,306,36414,33.0,0.0,2,0.0,238.0,1,Value / Entry-Level Products
409,Casual Slim Fit,Shirt,119.0,306,36414,59.857142857142854,0.14285714285714285,7,0.0,238.0,1,Value / Entry-Level Products
391,Casual Slim Fit,Shirt,119.0,306,36414,40.5,0.0,2,0.0,238.0,1,Value / Entry-Level Products
393,Casual Slim Fit,Shirt,119.0,306,36414,52.0,0.5,2,0.0,238.0,1,Value / Entry-Level Products
419,Casual Slim Fit,Shirt,119.0,306,36414,63.333333333333336,0.3333333333333333,3,0.0,198.33333333333334,1,Value / Entry-Level Products
398,Casual Slim Fit,Shirt,119.0,306,36414,41.5,0.25,4,0.0,267.75,1,Value / Entry-Level Products
417,Casual Slim Fit,Shirt,119.0,306,36414,47.333333333333336,0.3333333333333333,3,0.0,238.0,1,Value / Entry-Level Products
404,Casual Slim Fit,Shirt,119.0,306,36414,20.0,0.0,1,0.0,119.0,1,Value / Entry-Level Products
402,Casual Slim Fit,Shirt,119.0,306,36414,53.333333333333336,0.0,3,0.0,158.66666666666666,1,Value / Entry-Level Products
386,Casual Slim Fit,Shirt,119.0,306,36414,73.0,0.0,1,0.0,238.0,1,Value / Entry-Level Products
418,Casual Slim Fit,Shirt,119.0,306,36414,55.5,0.0,2,0.0,238.0,1,Value / Entry-Level Products
830,Shearling,Jacket,117.0,302,35334,50.42857142857143,0.0,7,0.0,284.14285714285717,1,Value / Entry-Level Products
835,Shearling,Jacket,117.0,302,35334,45.333333333333336,0.16666666666666666,6,0.0,273.0,1,Value / Entry-Level Products
809,Shearling,Jacket,117.0,302,35334,50.25,0.0,4,0.0,351.0,1,Value / Entry-Level Products
808,Shearling,Jacket,117.0,302,35334,48.4,0.0,5,0.0,210.6,1,Value / Entry-Level Products
823,Shearling,Jacket,117.0,302,35334,51.833333333333336,0.16666666666666666,6,0.0,214.5,1,Value / Entry-Level Products
817,Shearling,Jacket,117.0,302,35334,38.0,0.2,5,0.0,234.0,1,Value / Entry-Level Products
831,Shearling,Jacket,117.0,302,35334,44.5,0.0,4,0.0,263.25,1,Value / Entry-Level Products
825,Shearling,Jacket,117.0,302,35334,63.0,0.0,1,0.0,351.0,1,Value / Entry-Level Products
810,Shearling,Jacket,117.0,302,35334,47.857142857142854,0.42857142857142855,7,0.0,300.85714285714283,1,Value / Entry-Level Products
819,Shearling,Jacket,117.0,302,35334,57.5,0.0,4,0.0,234.0,1,Value / Entry-Level Products
818,Shearling,Jacket,117.0,302,35334,54.25,0.0,4,0.0,204.75,1,Value / Entry-Level Products
814,Shearling,Jacket,117.0,302,35334,53.142857142857146,0.0,7,0.0,267.42857142857144,1,Value / Entry-Level Products
816,Shearling,Jacket,117.0,302,35334,45.0,0.14285714285714285,7,0.0,183.85714285714286,1,Value / Entry-Level Products
826,Shearling,Jacket,117.0,302,35334,44.285714285714285,0.2857142857142857,7,0.0,200.57142857142858,1,Value / Entry-Level Products
805,Shearling,Jacket,117.0,302,35334,63.333333333333336,0.3333333333333333,3,0.0,234.0,1,Value / Entry-Level Products
837,Shearling,Jacket,117.0,302,35334,41.375,0.125,8,0.0,146.25,1,Value / Entry-Level Products
827,Shearling,Jacket,117.0,302,35334,53.25,0.0,4,0.0,234.0,1,Value / Entry-Level Products
812,Shearling,Jacket,117.0,302,35334,46.5,0.0,2,0.0,117.0,1,Value / Entry-Level Products
839,Shearling,Jacket,117.0,302,35334,43.75,0.25,4,0.0,234.0,1,Value / Entry-Level Products
824,Shearling,Jacket,117.0,302,35334,48.8,0.2,5,0.0,257.4,1,Value / Entry-Level Products
832,Shearling,Jacket,117.0,302,35334,40.0,0.0,3,0.0,156.0,1,Value / Entry-Level Products
806,Shearling,Jacket,117.0,302,35334,34.0,1.0,3,0.0,234.0,2,Top Sellers / Volume Drivers
828,Shearling,Jacket,117.0,302,35334,41.0,0.0,2,0.0,234.0,1,Value / Entry-Level Products
813,Shearling,Jacket,117.0,302,35334,33.666666666666664,0.0,3,0.0,156.0,1,Value / Entry-Level Products
836,Shearling,Jacket,117.0,302,35334,51.25,0.0,4,0.0,204.75,1,Value / Entry-Level Products
815,Shearling,Jacket,117.0,302,35334,44.0,0.0,3,0.0,312.0,1,Value / Entry-Level Products
829,Shearling,Jacket,117.0,302,35334,38.5,0.0,2,0.0,292.5,1,Value / Entry-Level Products
822,Shearling,Jacket,117.0,302,35334,37.0,0.3333333333333333,3,0.0,234.0,1,Value / Entry-Level Products
833,Shearling,Jacket,117.0,302,35334,56.0,0.0,7,0.0,250.71428571428572,1,Value / Entry-Level Products
821,Shearling,Jacket,117.0,302,35334,39.0,0.25,4,0.0,204.75,1,Value / Entry-Level Products
807,Shearling,Jacket,117.0,302,35334,33.0,0.5,2,0.0,234.0,1,Value / Entry-Level Products
838,Shearling,Jacket,117.0,302,35334,60.285714285714285,0.2857142857142857,7,0.0,250.71428571428572,1,Value / Entry-Level Products
811,Shearling,Jacket,117.0,302,35334,53.5,0.0,2,0.0,117.0,1,Value / Entry-Level Products
820,Shearling,Jacket,117.0,302,35334,61.8,0.0,5,0.0,304.2,1,Value / Entry-Level Products
708,Trench Coat,Jacket,119.0,299,35581,52.0,0.25,4,0.0,178.5,1,Value / Entry-Level Products
730,Trench Coat,Jacket,119.0,299,35581,59.833333333333336,0.3333333333333333,6,0.0,178.5,1,Value / Entry-Level Products
704,Trench Coat,Jacket,119.0,299,35581,44.333333333333336,0.0,3,0.0,158.66666666666666,1,Value / Entry-Level Products
705,Trench Coat,Jacket,119.0,299,35581,48.75,0.25,4,0.0,267.75,1,Value / Entry-Level Products
717,Trench Coat,Jacket,119.0,299,35581,51.0,0.3333333333333333,3,0.0,238.0,1,Value / Entry-Level Products
710,Trench Coat,Jacket,119.0,299,35581,45.0,0.25,4,0.0,267.75,1,Value / Entry-Level Products
728,Trench Coat,Jacket,119.0,299,35581,43.333333333333336,0.16666666666666666,6,0.0,238.0,1,Value / Entry-Level Products
733,Trench Coat,Jacket,119.0,299,35581,72.33333333333333,0.0,3,0.0,357.0,1,Value / Entry-Level Products
707,Trench Coat,Jacket,119.0,299,35581,44.375,0.0,8,0.0,312.375,1,Value / Entry-Level Products
712,Trench Coat,Jacket,119.0,299,35581,72.33333333333333,0.0,3,0.0,238.0,1,Value / Entry-Level Products
724,Trench Coat,Jacket,119.0,299,35581,49.833333333333336,0.16666666666666666,6,0.0,238.0,1,Value / Entry-Level Products
700,Trench Coat,Jacket,119.0,299,35581,36.857142857142854,0.0,7,0.0,187.0,1,Value / Entry-Level Products
701,Trench Coat,Jacket,119.0,299,35581,68.66666666666667,0.0,3,0.0,357.0,1,Value / Entry-Level Products
731,Trench Coat,Jacket,119.0,299,35581,54.75,0.0,4,0.0,238.0,1,Value / Entry-Level Products
719,Trench Coat,Jacket,119.0,299,35581,44.6,0.2,5,0.0,238.0,1,Value / Entry-Level Products
722,Trench Coat,Jacket,119.0,299,35581,47.166666666666664,0.0,6,0.0,257.8333333333333,1,Value / Entry-Level Products
706,Trench Coat,Jacket,119.0,299,35581,50.0,0.4,5,0.0,285.6,1,Value / Entry-Level Products
709,Trench Coat,Jacket,119.0,299,35581,53.833333333333336,0.0,6,0.0,218.16666666666666,1,Value / Entry-Level Products
727,Trench Coat,Jacket,119.0,299,35581,59.875,0.0,7,0.125,282.625,1,Value / Entry-Level Products
711,Trench Coat,Jacket,119.0,299,35581,79.0,0.0,1,0.0,238.0,1,Value / Entry-Level Products
729,Trench Coat,Jacket,119.0,299,35581,59.0,0.25,8,0.0,238.0,1,Value / Entry-Level Products
715,Trench Coat,Jacket,119.0,299,35581,49.6,0.0,5,0.0,214.2,1,Value / Entry-Level Products
713,Trench Coat,Jacket,119.0,299,35581,50.4,0.0,5,0.0,261.8,1,Value / Entry-Level Products
716,Trench Coat,Jacket,119.0,299,35581,61.75,0.0,4,0.0,267.75,1,Value / Entry-Level Products
703,Trench Coat,Jacket,119.0,299,35581,61.666666666666664,0.3333333333333333,3,0.0,277.6666666666667,1,Value / Entry-Level Products
734,Trench Coat,Jacket,119.0,299,35581,27.0,0.0,1,0.0,238.0,1,Value / Entry-Level Products
721,Trench Coat,Jacket,119.0,299,35581,46.666666666666664,0.0,6,0.0,238.0,1,Value / Entry-Level Products
723,Trench Coat,Jacket,119.0,299,35581,59.0,0.0,2,0.0,119.0,1,Value / Entry-Level Products
725,Trench Coat,Jacket,119.0,299,35581,29.333333333333332,0.0,3,0.0,198.33333333333334,1,Value / Entry-Level Products
718,Trench Coat,Jacket,119.0,299,35581,64.75,0.0,4,0.0,148.75,1,Value / Entry-Level Products
720,Trench Coat,Jacket,119.0,299,35581,47.0,0.3333333333333333,3,0.0,238.0,1,Value / Entry-Level Products
732,Trench Coat,Jacket,119.0,299,35581,48.0,0.25,4,0.0,267.75,1,Value / Entry-Level Products
702,Trench Coat,Jacket,119.0,299,35581,45.666666666666664,0.0,3,0.0,317.3333333333333,1,Value / Entry-Level Products
481,Puffer,Jacket,118.0,298,35164,52.5,0.0,6,0.0,196.66666666666666,1,Value / Entry-Level Products
475,Puffer,Jacket,118.0,298,35164,50.666666666666664,0.3333333333333333,3,0.0,236.0,1,Value / Entry-Level Products
473,Puffer,Jacket,118.0,298,35164,59.833333333333336,0.0,6,0.0,196.66666666666666,1,Value / Entry-Level Products
486,Puffer,Jacket,118.0,298,35164,56.666666666666664,0.1111111111111111,9,0.0,262.22222222222223,1,Value / Entry-Level Products
463,Puffer,Jacket,118.0,298,35164,42.75,0.25,4,0.0,177.0,1,Value / Entry-Level Products
462,Puffer,Jacket,118.0,298,35164,29.75,0.25,4,0.0,295.0,1,Value / Entry-Level Products
484,Puffer,Jacket,118.0,298,35164,45.75,0.25,4,0.0,236.0,1,Value / Entry-Level Products
479,Puffer,Jacket,118.0,298,35164,41.333333333333336,0.0,3,0.0,236.0,1,Value / Entry-Level Products
476,Puffer,Jacket,118.0,298,35164,28.0,0.0,3,0.0,196.66666666666666,1,Value / Entry-Level Products
457,Puffer,Jacket,118.0,298,35164,47.42857142857143,0.14285714285714285,7,0.0,219.14285714285714,1,Value / Entry-Level Products
469,Puffer,Jacket,118.0,298,35164,41.0,0.16666666666666666,6,0.0,236.0,1,Value / Entry-Level Products
465,Puffer,Jacket,118.0,298,35164,50.0,0.2857142857142857,7,0.0,303.42857142857144,1,Value / Entry-Level Products
467,Puffer,Jacket,118.0,298,35164,63.5,0.5,2,0.0,354.0,1,Value / Entry-Level Products
458,Puffer,Jacket,118.0,298,35164,45.5,0.0,6,0.0,295.0,1,Value / Entry-Level Products
485,Puffer,Jacket,118.0,298,35164,47.0,0.0,5,0.0,212.4,1,Value / Entry-Level Products
471,Puffer,Jacket,118.0,298,35164,53.0,0.0,2,0.0,295.0,1,Value / Entry-Level Products
470,Puffer,Jacket,118.0,298,35164,52.6,0.2,5,0.0,212.4,1,Value / Entry-Level Products
474,Puffer,Jacket,118.0,298,35164,34.0,0.0,2,0.0,295.0,1,Value / Entry-Level Products
477,Puffer,Jacket,118.0,298,35164,50.5,0.0,3,0.25,236.0,1,Value / Entry-Level Products
461,Puffer,Jacket,118.0,298,35164,63.0,0.0,1,0.0,236.0,1,Value / Entry-Level Products
472,Puffer,Jacket,118.0,298,35164,48.22222222222222,0.2222222222222222,9,0.0,301.55555555555554,1,Value / Entry-Level Products
483,Puffer,Jacket,118.0,298,35164,45.75,0.5,4,0.0,236.0,1,Value / Entry-Level Products
468,Puffer,Jacket,118.0,298,35164,59.0,0.0,1,0.0,354.0,1,Value / Entry-Level Products
478,Puffer,Jacket,118.0,298,35164,52.0,0.16666666666666666,6,0.0,295.0,1,Value / Entry-Level Products
459,Puffer,Jacket,118.0,298,35164,40.666666666666664,0.0,3,0.0,236.0,1,Value / Entry-Level Products
466,Puffer,Jacket,118.0,298,35164,52.333333333333336,0.16666666666666666,6,0.0,314.6666666666667,1,Value / Entry-Level Products
460,Puffer,Jacket,118.0,298,35164,42.0,0.3333333333333333,3,0.0,157.33333333333334,1,Value / Entry-Level Products
489,Puffer,Jacket,118.0,298,35164,29.0,1.0,1,0.0,118.0,2,Top Sellers / Volume Drivers
464,Puffer,Jacket,118.0,298,35164,70.0,0.0,1,0.0,354.0,1,Value / Entry-Level Products
487,Puffer,Jacket,118.0,298,35164,57.666666666666664,0.0,3,0.0,275.3333333333333,1,Value / Entry-Level Products
456,Puffer,Jacket,118.0,298,35164,55.0,0.0,3,0.0,275.3333333333333,1,Value / Entry-Level Products
488,Puffer,Jacket,118.0,298,35164,38.6,0.0,5,0.0,259.6,1,Value / Entry-Level Products
455,Puffer,Jacket,118.0,298,35164,53.25,0.0,4,0.0,177.0,1,Value / Entry-Level Products
482,Puffer,Jacket,118.0,298,35164,73.5,0.0,2,0.0,295.0,1,Value / Entry-Level Products
1061,Joggers,Trousers,93.0,334,31062,58.0,0.0,3,0.0,155.0,0,Premium / High-Value Segment
1066,Joggers,Trousers,93.0,334,31062,59.666666666666664,0.0,6,0.0,186.0,0,Premium / High-Value Segment
1053,Joggers,Trousers,93.0,334,31062,52.8,0.0,5,0.0,204.6,0,Premium / High-Value Segment
1071,Joggers,Trousers,93.0,334,31062,48.666666666666664,0.3333333333333333,6,0.0,155.0,0,Premium / High-Value Segment
1076,Joggers,Trousers,93.0,334,31062,41.166666666666664,0.0,6,0.0,155.0,0,Premium / High-Value Segment
1051,Joggers,Trousers,93.0,334,31062,45.5,0.0,4,0.0,162.75,0,Premium / High-Value Segment
1078,Joggers,Trousers,93.0,334,31062,46.8,0.0,5,0.0,241.8,0,Premium / High-Value Segment
1073,Joggers,Trousers,93.0,334,31062,56.25,0.0,8,0.0,220.875,0,Premium / High-Value Segment
1054,Joggers,Trousers,93.0,334,31062,43.285714285714285,0.2857142857142857,7,0.0,146.14285714285714,0,Premium / High-Value Segment
1059,Joggers,Trousers,93.0,334,31062,51.333333333333336,0.16666666666666666,6,0.0,217.0,0,Premium / High-Value Segment
1083,Joggers,Trousers,93.0,334,31062,46.4,0.2,5,0.0,167.4,0,Premium / High-Value Segment
1067,Joggers,Trousers,93.0,334,31062,34.25,0.0,4,0.0,232.5,0,Premium / High-Value Segment
1074,Joggers,Trousers,93.0,334,31062,44.0,0.0,7,0.0,212.57142857142858,0,Premium / High-Value Segment
1069,Joggers,Trousers,93.0,334,31062,39.8,0.0,5,0.0,204.6,0,Premium / High-Value Segment
1072,Joggers,Trousers,93.0,334,31062,49.8,0.0,5,0.0,130.2,0,Premium / High-Value Segment
1056,Joggers,Trousers,93.0,334,31062,35.333333333333336,0.0,5,0.16666666666666666,186.0,0,Premium / High-Value Segment
1065,Joggers,Trousers,93.0,334,31062,51.4,0.0,5,0.0,148.8,0,Premium / High-Value Segment
1058,Joggers,Trousers,93.0,334,31062,44.0,0.4,5,0.0,167.4,2,Top Sellers / Volume Drivers
1052,Joggers,Trousers,93.0,334,31062,45.0,0.2857142857142857,7,0.0,199.28571428571428,0,Premium / High-Value Segment
1060,Joggers,Trousers,93.0,334,31062,49.8,0.2,5,0.0,223.2,0,Premium / High-Value Segment
1062,Joggers,Trousers,93.0,334,31062,48.75,0.0,4,0.0,186.0,0,Premium / High-Value Segment
1057,Joggers,Trousers,93.0,334,31062,57.0,0.2,5,0.0,186.0,0,Premium / High-Value Segment
1077,Joggers,Trousers,93.0,334,31062,52.714285714285715,0.14285714285714285,7,0.0,239.14285714285714,0,Premium / High-Value Segment
1084,Joggers,Trousers,93.0,334,31062,49.5,0.0,6,0.0,201.5,0,Premium / High-Value Segment
1050,Joggers,Trousers,93.0,334,31062,47.0,0.0,3,0.0,186.0,0,Premium / High-Value Segment
1055,Joggers,Trousers,93.0,334,31062,54.0,0.0,3,0.0,155.0,0,Premium / High-Value Segment
1081,Joggers,Trousers,93.0,334,31062,45.0,0.0,2,0.0,186.0,0,Premium / High-Value Segment
1070,Joggers,Trousers,93.0,334,31062,65.0,0.0,5,0.0,167.4,0,Premium / High-Value Segment
1063,Joggers,Trousers,93.0,334,31062,53.0,0.0,2,0.0,232.5,0,Premium / High-Value Segment
1079,Joggers,Trousers,93.0,334,31062,38.333333333333336,0.16666666666666666,6,0.0,155.0,0,Premium / High-Value Segment
1064,Joggers,Trousers,93.0,334,31062,57.5,0.0,2,0.0,186.0,0,Premium / High-Value Segment
1080,Joggers,Trousers,93.0,334,31062,35.8,0.4,5,0.0,223.2,2,Top Sellers / Volume Drivers
1082,Joggers,Trousers,93.0,334,31062,50.0,0.0,2,0.0,186.0,0,Premium / High-Value Segment
1068,Joggers,Trousers,93.0,334,31062,66.0,0.5,2,0.0,232.5,2,Top Sellers / Volume Drivers
1196,Pleated,Trousers,105.0,308,32340,47.666666666666664,0.0,3,0.0,140.0,0,Premium / High-Value Segment
1209,Pleated,Trousers,105.0,308,32340,47.875,0.375,8,0.0,210.0,1,Value / Entry-Level Products
